title,link,source,time
Shergar's groom broke his back while cleaning Ryan Moore's windows - but both men were smiling after being reunited at Ascot,https://www.racingpost.com/news/reports/shergars-groom-broke-his-back-while-cleaning-ryan-moores-windows-but-both-men-where-smiling-after-being-reunited-at-ascot-aL4a86K0MROT/,racing_post,
'My stomach was swelling up as there was so much blood in it' - how a champion jockey cheated death to embark on a 'mad' new career,https://www.racingpost.com/news/features/the-big-read/my-stomach-was-swelling-up-as-there-was-so-much-blood-in-it-how-a-champion-jockey-cheated-death-to-embark-on-a-mad-new-career-aCYu72Y71N3y/,racing_post,
"'I attempted to make Ryan laugh, and did so successfully' - Shergar Cup captain Saffie Osborne adds more milestones to superb season",https://www.racingpost.com/news/reports/saffie-osborne-adds-another-milestone-to-superb-season-as-she-leads-britain-and-ireland-to-shergar-cup-success-azWQC0X8lu0Y/,racing_post,
Ryan Moore soaked by Saffie Osborne in wild celebrations after winning team and jockey awards - Shergar Cup as it happened,https://www.racingpost.com/news/raceday-intel/support-for-two-ian-williams-runners-on-shergar-cup-card-including-one-for-jockey-on-his-first-ride-in-britain-ruKLd3v0YE48/,racing_post,
Big Buck's dies aged 23: Paul Nicholls hails a true jumps legend with 'as much ability as any horse I've ever trained',https://www.racingpost.com/news/jump-racing/big-bucks-dies-aged-23-as-paul-nicholls-hails-a-true-jumps-legend-with-as-much-ability-as-any-horse-ive-ever-trained-a0AD20S7Ybpk/,racing_post,
Robbie Wilders is taking on the Ballydoyle favourites in two cracking Group 1s in France and Ireland on Sunday,https://www.racingpost.com/horse-racing-tips/premium-tips/pricewise/robbie-wilders-is-taking-on-the-ballydoyle-favourites-in-two-cracking-group-1s-in-france-and-ireland-on-sunday-a2SGw2L22g1o/,racing_post,
"'He knew everybody, had a minute for everybody' - remembering the late trainer I knew as the most brilliant mentor",https://www.racingpost.com/news/features/series/he-knew-everybody-had-a-minute-for-everybody-remembering-the-late-trainer-i-knew-as-the-most-brilliant-mentor-aVbtU5F7d4P1/,racing_post,
'It's been lovely' - Ryan Moore crowned top jockey in first Shergar Cup appearance for 20 years,https://www.racingpost.com/news/reports/ryan-moore-crowned-top-jockey-after-first-shergar-cup-appearance-in-20-years-aWLcD0P4oNYB/,racing_post,
'We've chosen this moment to tear ourselves apart' - racecourse boss hits out at Jockey Club,https://www.racingpost.com/news/industry/racing-industry/weve-chosen-this-moment-to-tear-ourselves-apart-rca-boss-rocked-by-jockey-clubs-move-to-quit-racecourse-trade-body-aqWhc3X5tDHC/,racing_post,
4.00 Curragh: Sun Goddess a hot favourite for the Phoenix Stakes - but rival trainer warns his 'high-class' challenger can cause an upset,https://www.racingpost.com/news/raceday-intel/sun-goddess-a-hot-favourite-for-the-phoenix-stakes-but-rival-trainer-warns-his-high-class-challenger-can-cause-an-upset-asi1t1v0QE2e/,racing_post,
