title,link,source,time
Kia Joorabchian’s Amo Racing joins forces with Emmet Mullins - with first runner potentially set for hurdles debut on Saturday,https://www.racingpost.com/news/people/owners/kia-joorabchians-amo-racing-joins-forces-with-emmet-mullins-with-first-runner-potentially-set-for-hurdles-debut-on-saturday-aXinq6m1Q2O8/,racing_post,
"Constitution Hill could target new $400,000 Bahrain race as Nicky Henderson plots next move",https://www.racingpost.com/news/racehorses/constitution-hill/constitution-hill-could-target-new-400000-bahrain-race-as-nicky-henderson-plots-next-move-am2Cc1K1V8zd/,racing_post,
'I can't believe he's 66-1' - Barry Connell unveils an exciting Arkle fancy as he maps out plans for Marine Nationale,https://www.racingpost.com/news/jump-racing/we-just-didnt-get-the-bounce-of-the-ball-last-year-barry-connell-upbeat-about-marine-national-and-has-an-arkle-fancy-at-a-huge-price-a8vpV5U8xU3H/,racing_post,
'We could see him throwing his arms at us and getting angry' - driver reported to police after near-miss with racehorses outside Easterby yard,https://www.racingpost.com/news/people/trainers/we-could-see-him-throwing-his-arms-at-us-and-getting-angry-driver-reported-to-police-after-near-miss-with-racehorses-outside-easterby-yard-awCXi2w9JvyF/,racing_post,
'He really could be anything' - Saffie Osborne back in the winner's enclosure with exciting debut winner,https://www.racingpost.com/news/reports/ive-never-ridden-a-two-year-old-with-such-a-good-mind-saffie-osborne-back-in-the-winners-enclosure-with-exciting-debut-winner-aHww91g0hDhu/,racing_post,
Former jockey Paddy Donaghy dies in alleged 'one-punch case' after funeral,https://www.racingpost.com/news/people/jockeys/former-jockey-paddy-donaghy-dies-in-alleged-one-punch-case-after-funeral-aTQwY1W0KrFX/,racing_post,
"'The media thing has taken some of the gloss off it, but they won't be able to take it away from me' - Shane Foley on his Irish Champion win",https://www.racingpost.com/news/festivals/irish-champions-festival/the-media-thing-has-taken-some-of-the-gloss-off-it-but-they-wont-be-able-to-take-it-away-from-me-shane-foley-on-his-irish-champion-win-aN66e6H24kQS/,racing_post,
'We do have to make some sales' – Bloom and McAleavy set to cash in on dual Group 1 star at Tattersalls,https://www.racingpost.com/bloodstock/bloodstock-news/we-do-have-to-make-some-sales-bloom-and-mcaleavy-set-to-cash-in-on-dual-group-1-star-at-tattersalls-a3KH55Z6xqhm/,racing_post,
'He has been carefully prepared for a repeat all year' - Richard Birch has a 16-1 fancy in the Ayr Gold Cup,https://www.racingpost.com/horse-racing-tips/premium-tips/weekend-focus-richard-birch/he-has-been-carefully-prepared-for-a-repeat-all-year-richard-birch-has-a-16-1-fancy-in-the-ayr-gold-cup-avDFs5p6EVqO/,racing_post,
"He was struggling to get motivated, riding 'a lot of losers' - now he's one of Britain's most prolific jockeys",https://www.racingpost.com/news/features/interviews/he-was-struggling-to-get-motivated-riding-a-lot-of-losers-now-hes-one-of-britains-most-prolific-jockeys-aTRgy9W6uXy0/,racing_post,
"Two blatant cases of poor riding, two races with the wrong result - and those in authority still can't bring themselves to act",https://www.racingpost.com/news/opinion/comment/two-blatant-cases-of-poor-riding-two-races-with-the-wrong-result-and-those-in-authority-still-cant-bring-themselves-to-act-a3Gfy7N8ENqP/,racing_post,
From a rating of 14 to Classic glory: the 'crazy' decision that set Highwayman on the path to Leger success,https://www.racingpost.com/news/betting-insight/from-a-rating-of-14-to-classic-glory-the-crazy-decision-that-set-highwayman-on-the-path-to-leger-success-ahZbZ4A5hWxe/,racing_post,
St Leger history-maker Saffie Osborne sets sights on Melbourne Cup after Doncaster heroics,https://www.racingpost.com/news/festivals/melbourne-cup/st-leger-history-maker-saffie-osborne-sets-sights-on-australias-greatest-race-atoNn9D01ZaM/,racing_post,
WATCH: Saffie the history maker: 'This is the kind of thing that changes your life' | The Front Page,https://www.racingpost.com/video/the-front-page/watch-saffie-the-history-maker-this-is-the-kind-of-thing-that-changes-your-life-the-front-page-antkj1k4PqWG/,racing_post,
